Age,JobLevel,MonthlyIncome,YearsAtCompany,StockOptionLevel,DistanceFromHome,OverTime,WorkLifeBalance,JobSatisfaction,Attrition
37,3,9298.0,5,1,14,Yes,2,2,Yes
21,2,5445.0,0,0,10,No,3,3,Yes
27,1,2719.0,0,0,2,Yes,2,1,Yes
37,1,2662.0,0,0,19,No,3,1,Yes
23,2,5532.0,1,1,19,No,4,2,Yes
22,1,3260.0,1,0,3,No,4,3,Yes
26,2,5703.0,0,0,16,No,4,3,Yes
30,3,8550.0,2,1,20,No,4,3,No
32,4,13204.0,5,3,7,No,4,3,No
58,5,20795.0,13,3,5,No,3,4,No
45,5,21762.0,17,3,3,No,3,3,No
37,4,13278.0,6,3,10,No,3,3,No
29,1,3230.0,2,0,17,Yes,1,1,Yes
38,4,12889.0,5,3,14,Yes,2,3,Yes
36,2,5315.0,2,1,10,No,4,3,No
36,5,19942.0,7,3,6,No,4,4,No
28,2,6080.0,3,0,9,No,3,1,Yes
40,5,19233.0,4,3,18,Yes,3,4,No
42,5,20040.0,9,3,8,No,4,4,No
44,4,13244.0,5,1,14,No,3,3,No
26,5,18948.0,2,3,6,No,4,4,No
35,3,9523.0,6,0,12,No,4,3,No
39,2,6688.0,7,1,10,No,4,4,No
37,5,20199.0,12,3,19,No,3,4,No
22,1,3549.0,2,0,8,No,3,1,Yes
24,2,6134.0,1,1,2,Yes,3,1,Yes
49,5,20947.0,10,3,6,No,3,4,No
33,2,5887.0,5,0,12,No,3,1,Yes
40,1,3351.0,0,0,7,No,4,3,Yes
30,2,6304.0,3,2,8,No,3,1,Yes
48,5,20333.0,13,3,14,No,4,4,No
26,1,2572.0,0,0,22,No,3,1,Yes
45,5,19472.0,7,3,26,No,3,4,No
37,5,20819.0,13,3,7,No,4,4,No
34,5,19836.0,5,3,24,No,3,2,No
35,3,9094.0,3,0,22,No,3,2,Yes
39,2,6848.0,7,2,5,No,3,3,No
34,3,8710.0,1,2,10,No,3,2,Yes
34,5,19031.0,3,3,17,No,4,4,No
45,5,20672.0,12,3,16,No,4,4,No
55,5,19985.0,10,3,8,No,4,4,No
25,1,3664.0,0,0,15,Yes,3,1,Yes
24,2,4976.0,0,2,25,No,4,2,Yes
41,4,13958.0,10,3,6,No,4,3,No
30,1,2813.0,3,0,22,No,4,1,Yes
20,2,5730.0,0,0,7,No,3,1,Yes
49,3,8911.0,3,2,8,No,4,2,Yes
29,1,3685.0,2,0,13,No,3,1,Yes
28,2,5336.0,2,2,21,No,4,2,Yes
36,2,5713.0,1,1,15,No,3,3,Yes
55,2,5112.0,2,1,21,Yes,3,2,Yes
34,2,4705.0,0,0,16,No,3,1,Yes
25,1,3214.0,3,0,21,No,2,1,Yes
33,5,19556.0,3,3,7,No,2,3,No
23,5,18380.0,1,3,18,Yes,2,2,No
38,3,9156.0,1,1,20,No,4,3,No
30,1,3354.0,1,0,5,No,3,2,Yes
56,5,20335.0,13,3,13,No,3,3,No
29,3,10010.0,6,1,6,No,3,1,Yes
32,3,8982.0,2,2,24,Yes,3,1,Yes
43,5,19706.0,5,3,18,No,3,4,No
24,1,3682.0,2,0,7,No,3,1,Yes
35,4,12549.0,0,2,3,No,3,3,No
42,5,20167.0,9,3,6,No,3,4,No
30,3,9999.0,6,1,21,No,3,1,Yes
42,3,9903.0,12,1,1,No,3,3,No
35,3,8740.0,0,3,7,No,4,4,No
37,4,13108.0,0,3,18,No,4,4,No
22,1,3392.0,2,0,6,No,3,1,Yes
39,5,20497.0,15,3,13,No,3,4,No
51,5,21368.0,17,3,10,No,4,4,No
36,5,20965.0,11,3,9,No,4,4,No
54,3,8850.0,1,0,10,No,4,3,No
31,2,5418.0,3,1,21,No,3,2,Yes
30,4,13130.0,0,3,12,No,4,4,No
32,4,13749.0,5,3,23,No,4,3,No
33,3,9798.0,6,1,7,No,3,2,Yes
57,5,19756.0,6,3,20,Yes,1,3,Yes
19,1,2543.0,0,0,18,No,3,1,Yes
20,1,3209.0,0,0,5,No,4,1,Yes
44,5,19186.0,8,3,11,No,4,4,No
42,4,14949.0,7,3,10,No,4,4,No
29,2,5106.0,4,1,8,No,3,3,No
25,2,5550.0,1,1,10,No,3,1,Yes
48,5,20375.0,11,3,19,No,4,4,No
55,5,20649.0,7,3,11,No,3,4,No
51,5,20111.0,9,3,18,Yes,2,2,Yes
29,3,9028.0,3,2,18,Yes,3,1,Yes
44,4,13352.0,4,3,9,No,4,3,No
21,2,5454.0,1,0,8,No,3,1,Yes
30,4,13308.0,7,3,24,No,3,2,No
28,4,13584.0,0,2,23,Yes,2,3,Yes
29,2,5528.0,0,0,14,Yes,3,1,Yes
27,3,9605.0,3,1,9,Yes,2,1,Yes
36,4,13586.0,3,2,3,No,3,3,No
26,3,8770.0,3,1,8,No,4,2,No
24,2,5271.0,0,1,13,No,3,2,Yes
28,3,8718.0,3,0,28,No,3,2,Yes
38,4,13494.0,8,3,6,Yes,3,2,No
42,3,9041.0,1,1,10,Yes,3,4,Yes
29,1,3566.0,3,0,6,Yes,2,1,Yes
49,5,20296.0,14,3,8,No,4,4,No
28,4,14131.0,5,2,8,No,4,4,No
39,3,8873.0,3,1,2,No,4,3,No
32,5,19517.0,6,3,23,No,4,4,No
37,2,6010.0,1,0,5,Yes,2,1,Yes
39,3,8317.0,1,2,16,No,3,1,Yes
49,5,19836.0,7,3,14,No,3,4,No
47,3,9023.0,3,1,20,No,3,3,No
31,4,14437.0,6,2,6,No,4,4,No
35,4,13483.0,6,2,12,No,4,4,No
26,1,2981.0,1,0,21,No,3,2,Yes
25,2,6140.0,2,0,16,No,3,4,Yes
58,5,19313.0,8,3,12,Yes,2,2,Yes
36,3,9455.0,7,3,5,No,4,2,No
35,4,13733.0,5,1,6,No,4,4,No
34,3,8711.0,3,3,3,No,3,1,Yes
27,1,3497.0,2,0,3,No,4,1,Yes
46,2,5843.0,5,2,25,No,3,1,Yes
26,3,9005.0,1,2,16,No,3,1,Yes
21,1,3104.0,1,0,18,No,4,2,Yes
50,5,20732.0,17,3,21,No,4,4,No
31,3,7986.0,1,2,23,No,3,2,Yes
22,1,4044.0,0,0,7,No,3,1,Yes
32,1,3335.0,0,0,14,No,4,1,Yes
31,1,3679.0,5,0,18,No,4,1,Yes
32,2,5279.0,0,0,17,No,3,3,Yes
44,4,13174.0,3,3,21,No,4,3,No
27,3,8118.0,2,1,15,No,4,4,No
37,4,14168.0,5,2,4,No,4,4,No
31,3,8615.0,4,0,17,No,3,2,Yes
53,5,20446.0,12,3,25,Yes,2,2,Yes
22,2,5126.0,0,1,4,No,3,1,Yes
46,2,5996.0,4,0,14,No,4,2,Yes
57,5,21861.0,25,3,6,No,3,4,No
30,1,3247.0,0,0,20,No,4,2,Yes
41,5,19899.0,9,3,16,No,4,4,No
20,2,4773.0,0,1,8,No,3,2,Yes
27,2,6068.0,4,1,17,No,4,1,Yes
21,1,2444.0,0,0,4,Yes,2,1,Yes
40,1,3546.0,4,0,5,No,4,1,Yes
37,2,6191.0,2,0,3,No,4,2,No
42,5,21032.0,17,3,14,No,3,3,No
28,4,12353.0,3,2,10,No,4,4,No
40,4,15177.0,13,3,6,No,4,4,No
42,4,13219.0,9,3,5,No,3,2,No
32,4,13264.0,1,2,17,Yes,3,4,Yes
30,3,9351.0,5,1,3,No,3,3,No
33,3,8464.0,3,2,2,No,4,4,No
27,2,5491.0,4,0,4,No,4,3,No
34,4,13534.0,6,2,14,Yes,2,1,Yes
22,2,5981.0,2,0,12,No,4,4,No
44,4,12879.0,2,3,13,No,3,2,No
50,5,20634.0,15,3,7,Yes,3,2,No
36,2,5365.0,1,2,20,Yes,3,3,Yes
45,4,14028.0,10,2,14,No,4,3,No
53,5,20437.0,10,3,13,No,3,3,No
33,3,9844.0,6,3,10,No,4,3,No
46,2,6441.0,4,1,4,No,4,3,No
21,4,13088.0,0,2,8,Yes,2,3,Yes
24,1,3750.0,1,0,8,No,3,2,Yes
53,5,20719.0,15,3,5,No,3,4,No
46,3,9367.0,4,2,12,Yes,2,2,Yes
23,2,5164.0,0,1,13,No,4,4,No
43,5,19625.0,2,3,3,No,4,4,No
39,3,9722.0,9,2,12,Yes,3,1,Yes
43,4,13565.0,7,2,20,No,4,3,No
47,5,21010.0,19,3,23,No,3,4,No
31,1,3769.0,7,0,9,No,3,1,Yes
52,4,14865.0,16,3,5,Yes,2,2,No
25,1,3295.0,3,0,13,Yes,2,1,Yes
28,3,8919.0,4,1,9,No,3,2,Yes
38,5,20456.0,6,3,7,No,2,4,No
27,2,6193.0,1,1,13,Yes,3,2,Yes
29,2,5738.0,2,2,5,No,3,1,Yes
30,4,13397.0,3,2,20,Yes,2,4,No
49,5,19794.0,6,3,7,No,4,4,No
20,2,4681.0,0,0,13,No,4,3,No
31,2,5704.0,4,2,11,No,3,3,No
23,2,5494.0,0,2,7,No,4,3,No
26,4,13174.0,1,3,5,Yes,3,2,Yes
34,3,8357.0,4,2,24,Yes,2,1,Yes
23,1,3844.0,0,0,11,No,4,3,Yes
45,3,9682.0,7,1,16,No,3,2,Yes
41,3,9174.0,8,0,9,No,3,2,Yes
28,2,5255.0,0,1,20,No,4,2,Yes
46,1,3066.0,0,0,25,No,3,3,Yes
27,1,2840.0,0,0,19,No,3,1,Yes
36,3,9324.0,8,1,23,No,4,3,No
34,3,9477.0,2,1,11,No,3,2,Yes
37,3,8263.0,0,2,28,No,4,3,No
30,4,12360.0,0,3,14,Yes,3,2,Yes
38,2,5715.0,7,0,6,No,4,2,Yes
37,1,3422.0,0,0,17,No,3,1,Yes
43,3,8975.0,2,0,13,No,3,1,Yes
41,4,13268.0,3,2,18,No,4,4,No
20,1,3185.0,0,0,17,No,3,1,Yes
33,4,13728.0,4,2,4,Yes,2,2,Yes
48,4,13836.0,5,3,6,No,3,2,No
52,4,14083.0,6,2,7,Yes,2,1,Yes
40,2,5835.0,3,1,15,No,3,3,Yes
45,4,13149.0,4,2,10,Yes,2,1,Yes
49,3,9553.0,7,2,11,Yes,3,2,Yes
22,1,2466.0,1,0,13,Yes,3,2,Yes
44,5,20611.0,5,3,17,No,3,3,No
31,2,5984.0,2,0,15,No,4,3,Yes
35,2,6398.0,5,0,23,Yes,2,1,Yes
43,4,13654.0,2,3,7,No,4,3,No
29,1,3024.0,4,0,9,No,4,1,Yes
32,1,2686.0,0,0,5,No,4,4,No
36,2,5636.0,3,1,16,No,4,3,No
55,5,19172.0,8,3,2,Yes,3,4,No
38,5,21287.0,8,3,10,Yes,2,3,Yes
38,4,13871.0,4,1,12,No,3,3,No
32,2,6057.0,5,1,10,No,4,2,No
46,4,14156.0,9,3,8,Yes,2,2,Yes
49,5,19011.0,5,3,4,Yes,3,4,No
42,3,8175.0,0,2,7,No,4,3,No
28,4,13156.0,1,2,9,No,4,3,No
50,3,8308.0,1,1,4,No,4,3,No
24,1,3095.0,0,0,13,No,3,1,Yes
33,4,14388.0,6,3,10,No,4,4,No
38,2,6321.0,5,1,23,Yes,3,3,Yes
50,5,20231.0,16,3,16,No,3,3,No
30,1,2502.0,3,0,2,No,3,3,No
28,4,14078.0,6,1,5,Yes,2,2,Yes
22,1,3102.0,1,0,3,Yes,2,1,Yes
30,3,9079.0,3,1,15,No,3,4,No
38,3,8267.0,4,3,12,No,3,3,No
36,2,6802.0,6,0,17,Yes,2,1,Yes
31,1,3705.0,2,0,13,No,3,2,Yes
36,3,7915.0,1,2,17,Yes,2,1,Yes
28,3,8422.0,0,3,11,Yes,3,3,No
26,3,9311.0,2,0,3,No,3,2,Yes
40,2,4787.0,2,0,5,No,3,1,Yes
26,3,8332.0,3,2,14,No,3,2,Yes
43,1,2938.0,1,0,13,No,4,2,Yes
41,5,20112.0,9,3,8,No,4,4,No
30,2,6223.0,2,0,4,Yes,2,1,Yes
24,1,3023.0,1,0,27,No,4,2,Yes
41,4,13751.0,1,2,10,No,3,3,No
23,2,4924.0,0,0,9,No,3,2,Yes
31,2,6767.0,8,0,15,No,4,1,Yes
22,1,3003.0,0,0,7,No,3,1,Yes
23,2,6300.0,2,0,12,No,4,1,Yes
46,3,10081.0,8,1,9,No,4,4,No
29,4,13532.0,5,3,8,Yes,2,1,Yes
52,4,12812.0,1,1,8,Yes,3,3,Yes
54,3,9212.0,7,2,14,No,3,2,No
40,1,4033.0,8,0,6,Yes,3,2,Yes
27,2,5104.0,1,2,9,No,3,1,Yes
30,2,5896.0,1,0,4,No,3,1,Yes
50,4,13041.0,3,3,9,No,3,3,No
39,2,7251.0,10,0,13,No,3,2,Yes
52,4,13093.0,5,3,11,Yes,2,1,Yes
54,5,20323.0,7,3,8,Yes,2,2,Yes
25,2,5276.0,2,1,23,No,3,1,Yes
40,4,13687.0,7,3,7,No,3,4,No
29,3,8629.0,1,1,22,No,3,1,Yes
36,5,18695.0,1,3,20,Yes,2,2,Yes
49,5,21197.0,14,3,12,No,3,2,No
41,2,6240.0,1,0,9,No,4,2,No
30,2,6094.0,3,0,4,No,3,1,Yes
28,2,5430.0,1,2,5,No,3,1,Yes
45,3,8952.0,4,1,21,No,4,4,No
29,2,6340.0,5,1,10,No,4,2,No
31,3,8691.0,0,1,3,No,3,1,Yes
45,5,19700.0,10,3,9,No,3,3,No
19,1,3462.0,0,0,11,Yes,2,1,Yes
27,4,13547.0,5,3,21,No,3,1,Yes
43,5,19860.0,6,3,14,No,3,4,No
21,1,3050.0,0,0,2,No,3,1,Yes
26,3,9723.0,6,2,1,No,4,3,No
29,1,3971.0,6,0,9,No,3,1,Yes
25,4,13447.0,3,2,13,No,3,1,Yes
33,4,13759.0,8,2,12,No,3,2,Yes
24,1,3269.0,2,0,3,No,3,1,Yes
37,3,8561.0,1,2,18,No,3,1,Yes
29,1,2071.0,0,0,8,No,4,2,Yes
32,4,14005.0,2,2,18,No,4,4,No
44,4,13425.0,3,3,5,No,3,3,No
26,2,5953.0,1,1,10,No,3,3,Yes
40,3,9890.0,4,1,7,No,3,1,Yes
31,1,3619.0,4,0,14,No,4,1,Yes
49,2,6056.0,1,0,11,No,4,4,No
36,4,14193.0,5,1,12,No,4,4,No
42,4,13717.0,11,2,11,No,4,4,No
46,4,14154.0,10,3,19,No,3,4,No
43,5,20355.0,9,3,7,Yes,3,3,No
44,5,20209.0,11,3,19,No,3,4,No
41,3,9769.0,7,1,7,No,4,2,No
50,4,14078.0,7,1,11,No,3,4,No
28,1,3344.0,2,0,5,Yes,3,1,Yes
36,3,8782.0,2,1,17,No,4,3,No
28,1,2936.0,1,0,8,No,4,1,Yes
50,4,12590.0,2,2,7,No,4,4,No
22,2,5494.0,1,2,15,No,4,1,Yes
30,3,8080.0,0,2,7,No,4,3,No
30,4,14056.0,5,3,14,No,3,3,No
48,4,13696.0,5,2,16,No,4,2,No
37,4,13961.0,3,2,14,No,3,3,No
32,3,9274.0,3,1,19,No,4,2,Yes
27,1,3324.0,0,0,13,No,4,1,Yes
32,3,8962.0,5,1,18,No,4,3,No
44,5,19740.0,12,3,5,No,3,3,No
28,1,3265.0,1,0,3,Yes,3,2,Yes
41,5,19937.0,8,3,1,No,3,3,No
21,1,3340.0,1,0,8,Yes,2,1,Yes
29,1,3609.0,3,0,7,No,3,1,Yes
23,1,3061.0,0,0,12,No,4,3,Yes
47,4,14051.0,8,2,6,No,4,3,No
36,2,5575.0,1,1,5,No,4,1,Yes
24,1,2423.0,1,0,6,No,4,3,Yes
34,2,5279.0,5,1,19,Yes,2,1,Yes
30,3,9669.0,3,2,12,No,3,2,Yes
51,1,3125.0,5,0,14,No,3,1,Yes
32,3,8177.0,0,2,7,No,4,2,No
25,3,8614.0,3,2,11,No,3,1,Yes
45,4,12791.0,0,2,6,No,3,1,Yes
34,5,19675.0,7,3,13,No,3,4,No
34,3,8978.0,3,2,8,No,3,2,Yes
37,1,3692.0,4,0,5,No,4,2,Yes
51,5,19180.0,3,3,24,Yes,2,3,Yes
26,3,8923.0,3,0,15,No,4,1,Yes
56,5,20569.0,15,3,3,No,3,4,No
31,1,4265.0,3,0,13,No,3,1,Yes
43,5,20480.0,12,3,8,No,4,4,No
39,4,14394.0,7,2,11,No,3,4,No
23,1,3941.0,2,0,11,No,3,2,Yes
34,4,13885.0,4,2,6,No,3,4,No
20,2,5696.0,0,0,7,Yes,2,1,Yes
36,2,6163.0,6,0,10,No,4,3,No
28,2,5369.0,1,1,21,Yes,3,1,Yes
35,1,3173.0,2,0,4,Yes,2,1,Yes
35,3,9514.0,3,3,15,No,3,2,No
42,5,21104.0,15,3,17,No,4,4,No
30,3,8529.0,3,2,4,No,3,2,Yes
28,4,13790.0,2,3,5,No,3,3,No
47,4,13536.0,3,2,9,No,4,4,No
30,1,3419.0,5,0,3,No,4,2,Yes
23,2,5235.0,1,2,17,No,3,1,Yes
28,3,8601.0,1,2,11,Yes,2,1,Yes
35,4,13907.0,7,2,23,No,4,4,No
38,3,9461.0,5,0,8,No,4,3,No
29,2,5867.0,1,0,6,No,4,2,Yes
25,4,12917.0,1,1,10,No,3,1,Yes
36,2,5443.0,1,1,12,No,3,2,Yes
27,1,3472.0,5,0,3,No,3,2,Yes
45,4,13787.0,5,2,8,No,3,3,No
40,2,5661.0,4,0,17,No,4,1,Yes
54,4,13793.0,5,2,8,No,3,4,No
26,1,2731.0,1,0,24,No,3,1,Yes
31,5,19127.0,2,3,4,No,3,4,No
42,3,8771.0,5,1,5,No,3,2,No
40,5,20240.0,10,3,12,Yes,3,3,No
27,3,8484.0,1,2,14,No,3,1,Yes
29,3,8798.0,3,1,17,No,3,1,Yes
37,3,9411.0,2,3,15,No,4,1,Yes
48,4,14043.0,6,2,20,No,3,3,No
24,1,2946.0,0,0,7,No,3,1,Yes
35,4,13287.0,0,1,1,No,4,4,No
36,2,5519.0,3,0,12,No,3,1,Yes
25,1,2936.0,1,0,18,No,3,1,Yes
26,2,5090.0,0,0,2,No,3,2,Yes
34,3,8810.0,9,2,4,Yes,2,2,No
30,4,13744.0,8,3,3,No,3,4,No
35,2,5451.0,0,0,12,No,4,1,Yes
45,5,19532.0,6,3,5,No,3,3,No
43,5,20386.0,9,3,16,No,3,4,No
28,1,2727.0,2,0,11,No,3,3,Yes
31,4,13187.0,3,1,16,No,3,1,Yes
42,5,19474.0,2,3,4,No,4,4,No
42,4,13970.0,5,2,7,No,3,3,No
25,4,13143.0,3,3,25,No,3,2,No
41,2,6324.0,4,1,18,Yes,2,1,Yes
35,4,13503.0,3,2,4,No,3,3,No
26,1,3139.0,3,0,10,No,4,1,Yes
27,3,9064.0,1,1,13,No,4,3,No
25,1,4040.0,3,0,16,No,4,3,Yes
44,5,19554.0,9,3,9,Yes,2,3,No
21,1,3442.0,1,0,3,No,4,4,No
30,4,13636.0,7,3,4,No,3,2,No
31,3,9944.0,6,0,14,No,3,2,Yes
41,5,19883.0,5,3,24,No,3,4,No
55,5,19494.0,3,3,20,No,3,3,No
39,3,8724.0,2,1,8,No,3,2,No
53,5,20420.0,8,3,11,No,3,4,No
23,2,6282.0,1,1,10,No,3,1,Yes
54,2,6047.0,3,1,3,No,3,2,Yes
22,1,3146.0,1,0,7,No,3,3,Yes
39,2,6389.0,5,1,11,No,3,2,Yes
32,1,3448.0,5,0,10,No,3,3,Yes
27,4,13076.0,2,3,2,No,3,2,No
36,3,8967.0,4,1,5,No,4,2,Yes
49,2,5467.0,1,1,25,No,4,1,Yes
36,2,4930.0,1,0,5,Yes,2,1,Yes
23,3,8356.0,1,3,4,Yes,3,3,No
35,2,6174.0,0,2,4,No,4,4,No
35,3,9466.0,10,1,2,No,2,2,Yes
28,1,3600.0,2,0,11,No,3,2,Yes
36,4,13612.0,7,1,20,No,3,3,Yes
35,3,8654.0,0,3,9,Yes,2,1,Yes
32,4,13489.0,6,3,4,No,4,2,No
20,2,5167.0,0,1,13,No,4,4,No
42,3,9603.0,5,3,4,No,3,1,Yes
29,3,8797.0,3,0,15,No,4,2,Yes
20,1,3479.0,0,0,16,No,4,1,Yes
39,1,2853.0,1,0,8,No,4,1,Yes
33,4,13102.0,1,3,11,No,3,2,No
35,4,13549.0,4,2,12,No,3,3,No
29,2,5868.0,2,1,8,No,4,2,Yes
23,1,2409.0,0,0,25,No,4,2,Yes
49,2,5885.0,2,1,7,No,3,1,Yes
44,4,13807.0,8,1,26,No,3,3,Yes
32,5,20522.0,6,3,3,No,3,3,No
27,1,2789.0,0,0,9,No,3,1,Yes
31,5,19374.0,8,3,7,No,3,3,No
27,1,3928.0,2,0,3,No,3,1,Yes
29,1,3937.0,1,0,11,No,4,3,Yes
29,2,5900.0,2,1,21,No,3,2,Yes
50,5,19808.0,10,3,15,Yes,2,4,No
32,5,20383.0,8,3,6,No,4,4,No
37,3,9537.0,7,2,7,No,4,4,No
25,1,3009.0,0,0,9,No,3,1,Yes
31,2,5804.0,4,1,10,No,4,1,Yes
28,4,13609.0,2,2,11,No,3,3,No
31,1,4557.0,3,0,23,Yes,2,1,Yes
46,5,20545.0,13,3,3,No,3,4,No
37,2,5440.0,3,1,21,No,4,2,Yes
46,4,13456.0,5,1,5,No,3,4,No
41,5,19848.0,7,3,7,No,3,4,No
26,2,6047.0,2,1,18,No,4,3,Yes
30,3,8697.0,4,3,7,No,3,2,No
22,3,9131.0,0,1,21,No,4,3,No
35,2,5397.0,4,1,6,No,4,3,No
34,1,2751.0,2,0,22,No,3,1,Yes
45,3,9534.0,3,2,10,No,4,2,No
35,5,20227.0,9,3,14,No,4,4,No
43,2,6092.0,3,0,8,No,3,2,Yes
25,1,3228.0,0,0,6,No,4,1,Yes
30,4,13159.0,4,3,20,No,3,1,Yes
24,2,5785.0,2,0,5,No,4,3,Yes
40,3,8768.0,4,2,29,No,3,2,No
41,4,15060.0,11,3,16,No,3,4,No
50,5,19370.0,3,3,9,No,3,3,No
34,2,5962.0,1,0,16,No,3,3,Yes
34,2,5819.0,2,0,10,No,4,2,Yes
42,4,13250.0,7,2,17,No,4,4,No
52,3,9095.0,7,3,22,Yes,3,2,Yes
33,4,13571.0,7,3,6,No,3,3,No
40,3,10327.0,11,1,8,No,4,3,No
54,5,19286.0,4,3,11,Yes,2,3,No
25,1,3538.0,1,0,3,No,4,3,No
29,1,2610.0,1,0,15,No,4,3,No
44,3,9118.0,3,1,29,No,4,4,No
38,4,14816.0,15,2,15,Yes,2,1,Yes
39,5,20419.0,9,3,4,No,3,4,No
28,3,8033.0,2,1,26,No,4,2,Yes
35,5,19749.0,6,3,19,Yes,3,1,Yes
48,5,21179.0,17,3,22,No,4,4,No
49,4,14309.0,6,3,11,No,4,4,No
39,1,2903.0,1,0,10,No,4,3,Yes
40,4,12810.0,1,3,8,No,4,3,No
39,2,7129.0,4,0,4,No,4,3,No
34,4,13651.0,9,3,9,No,4,4,No
34,4,14243.0,7,1,7,No,3,4,No
43,2,5841.0,2,0,14,No,4,1,Yes
42,5,19954.0,7,3,17,No,4,3,No
46,5,20597.0,14,3,13,No,4,4,No
27,1,2534.0,1,0,17,No,3,2,Yes
44,4,13858.0,0,2,23,No,4,4,No
40,3,8820.0,1,1,7,No,4,4,No
30,1,3142.0,1,0,26,No,4,2,Yes
41,5,19839.0,10,3,16,Yes,2,3,No
47,5,21146.0,15,3,9,No,3,3,No
34,2,5701.0,4,1,12,No,3,1,Yes
40,4,13313.0,6,2,14,No,4,2,No
48,5,20047.0,11,3,14,Yes,2,3,No
39,2,6925.0,11,0,25,No,4,3,No
34,2,5651.0,5,1,14,No,4,3,No
42,3,8752.0,3,3,12,No,3,2,Yes
41,1,3749.0,9,0,20,No,3,1,Yes
28,2,5273.0,1,0,4,No,3,1,Yes
34,5,19554.0,4,3,8,No,4,4,No
41,4,14026.0,10,2,27,No,3,3,No
35,2,5374.0,2,2,5,No,3,2,Yes
47,5,20973.0,18,3,17,No,4,3,No
50,5,21046.0,11,3,19,No,4,4,No
26,1,2711.0,0,0,22,No,4,2,Yes
32,1,4018.0,5,0,11,No,4,4,No
25,4,12775.0,0,2,7,No,4,4,No
29,2,6158.0,1,2,18,No,3,2,No
56,5,20506.0,14,3,23,No,3,3,No
43,3,9332.0,8,0,8,Yes,3,1,Yes
28,3,9038.0,6,3,8,No,4,3,No
40,4,14600.0,12,2,10,No,4,4,No
25,3,8090.0,1,0,4,No,4,1,Yes
29,5,20570.0,4,3,12,Yes,3,3,No
34,5,19840.0,5,3,21,Yes,3,4,No
43,5,19835.0,8,3,19,No,3,3,No
26,1,3323.0,0,0,19,No,4,2,Yes
28,2,5793.0,1,0,6,No,3,2,Yes
47,3,8950.0,1,2,22,No,4,3,No
45,5,20072.0,15,3,7,No,3,4,No
38,3,9272.0,4,2,16,No,4,3,No
40,2,5567.0,0,1,4,No,4,3,Yes
23,3,8518.0,0,2,17,No,4,4,No
22,2,6007.0,1,0,16,Yes,3,1,Yes
27,2,5980.0,1,1,23,No,3,1,Yes
35,2,5675.0,0,1,7,No,4,4,No
26,2,5606.0,2,1,20,No,3,1,Yes
44,1,3172.0,3,0,21,No,4,3,Yes
27,4,13862.0,2,2,14,No,3,3,No
33,5,19783.0,5,3,10,No,3,3,No
25,3,7893.0,1,3,1,No,3,1,Yes
35,4,13192.0,5,2,6,No,4,3,No
38,5,18765.0,5,3,5,No,3,3,No
28,1,2709.0,0,0,5,Yes,2,1,Yes
36,5,19943.0,8,3,2,No,3,1,No
38,3,8892.0,0,1,18,Yes,2,1,Yes
34,1,3974.0,4,0,15,No,4,3,Yes
34,2,6008.0,3,0,6,Yes,2,1,Yes
31,4,13888.0,6,3,10,No,4,4,No
37,4,12918.0,1,2,7,No,3,4,No
32,2,6356.0,4,0,23,No,3,3,Yes
44,1,3701.0,5,0,9,No,4,1,Yes
32,2,6773.0,6,1,9,Yes,2,1,Yes
50,5,20836.0,20,3,3,No,3,3,No
26,2,6046.0,1,2,8,No,3,1,Yes
28,2,5957.0,2,2,6,No,3,1,Yes
35,1,3192.0,2,0,14,No,3,1,Yes
28,2,5707.0,4,0,24,Yes,3,3,Yes
30,3,8585.0,1,1,13,No,3,1,Yes
49,5,20567.0,16,3,8,No,3,4,No
31,1,2209.0,0,0,6,Yes,1,1,Yes
30,2,5433.0,1,3,16,No,3,2,Yes
48,5,19534.0,3,3,7,No,4,4,No
43,5,20701.0,15,3,7,No,3,4,No
29,1,3053.0,2,0,13,No,4,2,Yes
30,1,3287.0,1,0,19,No,4,3,Yes
40,4,14557.0,9,3,22,No,3,4,No
36,2,5044.0,1,1,23,No,3,1,Yes
45,4,14210.0,11,3,8,No,3,3,No
36,4,15320.0,12,3,2,No,4,4,No
37,2,5369.0,0,0,9,No,4,3,Yes
44,5,20120.0,9,3,7,No,4,4,No
25,4,13276.0,1,1,20,Yes,2,3,Yes
24,3,8322.0,0,0,20,No,3,3,Yes
27,1,2895.0,0,0,7,No,3,1,Yes
19,1,2602.0,0,0,7,No,4,1,Yes
45,4,14899.0,13,1,4,No,3,4,No
48,4,13224.0,1,2,10,Yes,2,1,Yes
26,1,3403.0,0,0,8,No,3,1,Yes
46,5,20073.0,10,3,10,No,4,4,No
27,1,2959.0,0,0,6,No,4,3,Yes
23,3,8483.0,1,2,15,No,4,2,No
24,1,3592.0,1,0,24,No,4,3,Yes
36,5,20895.0,12,3,7,Yes,3,4,No
27,2,5220.0,2,1,4,No,3,2,Yes
37,2,5746.0,4,0,23,No,3,1,Yes
24,2,5076.0,0,1,22,Yes,3,1,Yes
26,2,5634.0,1,1,5,No,4,3,No
21,1,3176.0,1,0,3,No,4,2,Yes
30,1,2868.0,2,0,10,No,3,2,Yes
31,3,9319.0,6,3,7,No,4,2,No
31,4,14270.0,8,2,9,No,3,3,No
50,5,19903.0,8,3,21,No,3,3,No
30,4,13706.0,4,2,8,No,3,4,No
38,3,9620.0,10,1,21,No,4,3,No
50,4,13009.0,2,2,22,Yes,2,1,Yes
